I.Q. (1994)|Quiz Show (1994)|Three Colors: Red (1994)|Santa Clause, The (1994)|Fish Called Wanda, A (1988)|Wrong Trousers, The (1993)|Good, The Bad and The Ugly, The (1966)|Army of Darkness (1993)|Grand Day Out, A (1992)|Jerry Maguire (1996)
Seven (Se7en) (1995)|Crow, The (1994)|Forrest Gump (1994)|Bram Stoker's Dracula (1992)|Marvin's Room (1996)|Cop Land (1997)|Edge, The (1997)|Browning Version, The (1994)|Last Supper, The (1995)|Crooklyn (1994)
Eat Drink Man Woman (1994)|Clockwork Orange, A (1971)|Under Siege (1992)|Jerry Maguire (1996)|Fly Away Home (1996)|Crossing Guard, The (1995)|Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963)|Wings of Desire (1987)|Down by Law (1986)|Thin Blue Line, The (1988)
Terminator 2: Judgment Day (1991)|Private Benjamin (1980)|Empire Strikes Back, The (1980)|GoodFellas (1990)|Army of Darkness (1993)|Grand Day Out, A (1992)|Apartment, The (1960)|Some Like It Hot (1959)|Sophie's Choice (1982)|Made in America (1993)
Hoodlum (1997)|Mother (1996)|Crash (1996)|Cop Land (1997)|187 (1997)|Fallen (1998)|Walk in the Clouds, A (1995)|Waterworld (1995)|White Man's Burden (1995)|You So Crazy (1994)
Seven (Se7en) (1995)|Bedknobs and Broomsticks (1971)|Glengarry Glen Ross (1992)|12 Angry Men (1957)|Godfather: Part II, The (1974)|Vertigo (1958)|North by Northwest (1959)|Arsenic and Old Lace (1944)|Richie Rich (1994)|Glimmer Man, The (1996)
Contact (1997)|Event Horizon (1997)|Chasing Amy (1997)|House of Yes, The (1997)|Wild Bill (1995)|Farinelli: il castrato (1994)|Heavenly Creatures (1994)|Tales from the Hood (1995)|Leave It to Beaver (1997)|You So Crazy (1994)
Muppet Treasure Island (1996)|Hudsucker Proxy, The (1994)|Nightmare Before Christmas, The (1993)|Princess Bride, The (1987)|Sting, The (1973)|101 Dalmatians (1996)|When the Cats Away (Chacun cherche son chat) (1996)|Absolute Power (1997)|Naked Gun 33 1/3: The Final Insult (1994)|Village of the Damned (1995)
Dolores Claiborne (1994)|Quiz Show (1994)|Three Colors: Red (1994)|Wizard of Oz, The (1939)|Wrong Trousers, The (1993)|Back to the Future (1985)|Akira (1988)|Matilda (1996)|Annie Hall (1977)|Down by Law (1986)
Jude (1996)|Army of Darkness (1993)|L.A. Confidential (1997)|Midnight in the Garden of Good and Evil (1997)|White Man's Burden (1995)|Wild Bill (1995)|Farinelli: il castrato (1994)|Heavenly Creatures (1994)|Tales from the Hood (1995)|Tie Me Up! Tie Me Down! (1990)
Shanghai Triad (Yao a yao yao dao waipo qiao) (1995)|Postino, Il (1994)|Professional, The (1994)|Free Willy (1993)|Jude (1996)|Apocalypse Now (1979)|Pink Floyd - The Wall (1982)|Liar Liar (1997)|Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963)|To Gillian on Her 37th Birthday (1996)
Cable Guy, The (1996)|Turbo: A Power Rangers Movie (1997)|Full Monty, The (1997)|Good Will Hunting (1997)|Secrets & Lies (1996)|Deceiver (1997)|G.I. Jane (1997)|Saint, The (1997)|Burnt By the Sun (1994)|Little Big League (1994)
Braveheart (1995)|I.Q. (1994)|Princess Bride, The (1987)|Blues Brothers, The (1980)|Grand Day Out, A (1992)|Henry V (1989)|Indiana Jones and the Last Crusade (1989)|Under Siege (1992)|Highlander (1986)|Some Like It Hot (1959)
Ed Wood (1994)|Sleepless in Seattle (1993)|Army of Darkness (1993)|In the Name of the Father (1993)|Philadelphia Story, The (1940)|Bonnie and Clyde (1967)|Miller's Crossing (1990)|Down by Law (1986)|Gandhi (1982)|Gigi (1958)
Four Rooms (1995)|Dances with Wolves (1990)|Private Benjamin (1980)|Raiders of the Lost Ark (1981)|Henry V (1989)|Dead Poets Society (1989)|Client, The (1994)|Matilda (1996)|Kalifornia (1993)|Seventh Seal, The (Sjunde inseglet, Det) (1957)
GoodFellas (1990)|Mimic (1997)|Sabrina (1995)|Annie Hall (1977)|Daniel Defoe's Robinson Crusoe (1996)|Meet Me in St. Louis (1944)|Seventh Seal, The (Sjunde inseglet, Det) (1957)|Rocket Man (1997)|Philadelphia (1993)|Tomorrow Never Dies (1997)
Seven (Se7en) (1995)|I.Q. (1994)|Dances with Wolves (1990)|Cold Comfort Farm (1995)|Supercop (1992)|Monty Python and the Holy Grail (1974)|Apocalypse Now (1979)|Army of Darkness (1993)|Graduate, The (1967)|Promesse, La (1996)
Belle de jour (1967)|Santa Clause, The (1994)|Four Weddings and a Funeral (1994)|Silence of the Lambs, The (1991)|Bedknobs and Broomsticks (1971)|Dead Poets Society (1989)|Back to the Future (1985)|Cinderella (1950)|Ben-Hur (1959)|Heavenly Creatures (1994)
Frighteners, The (1996)|Good, The Bad and The Ugly, The (1966)|Grand Day Out, A (1992)|Graduate, The (1967)|Pink Floyd - The Wall (1982)|Under Siege (1992)|unknown|Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963)|Bananas (1971)|House of the Spirits, The (1993)
Get Shorty (1995)|Hudsucker Proxy, The (1994)|Cold Comfort Farm (1995)|Rosewood (1997)|Ulee's Gold (1997)|Jack (1996)|Seventh Seal, The (Sjunde inseglet, Det) (1957)|Congo (1995)|Freeway (1996)|Surviving the Game (1994)
Psycho (1960)|Batman & Robin (1997)|Chasing Amy (1997)|Donnie Brasco (1997)|Wild Bill (1995)|Farinelli: il castrato (1994)|Heavenly Creatures (1994)|Interview with the Vampire (1994)|Tales from the Hood (1995)|You So Crazy (1994)
Braveheart (1995)|Three Colors: Blue (1993)|Dances with Wolves (1990)|Citizen Kane (1941)|Fish Called Wanda, A (1988)|Delicatessen (1991)|Star Trek: First Contact (1996)|Day the Earth Stood Still, The (1951)|Casablanca (1942)|Thin Man, The (1934)
Chasing Amy (1997)|Hoodlum (1997)|Wedding Singer, The (1998)|Waterworld (1995)|White Man's Burden (1995)|Wild Bill (1995)|Farinelli: il castrato (1994)|Heavenly Creatures (1994)|Interview with the Vampire (1994)|You So Crazy (1994)
Cold Comfort Farm (1995)|Empire Strikes Back, The (1980)|Evil Dead II (1987)|When the Cats Away (Chacun cherche son chat) (1996)|Sabrina (1995)|To Die For (1995)|Corrina, Corrina (1994)|Nick of Time (1995)|Garden of Finzi-Contini, The (Giardino dei Finzi-Contini, Il) (1970)|To Live (Huozhe) (1994)
Postino, Il (1994)|Mary Reilly (1996)|Last Action Hero (1993)|Star Trek: The Motion Picture (1979)|Treasure of the Sierra Madre, The (1948)|White Man's Burden (1995)|Wild Bill (1995)|Stephen King's The Langoliers (1995)|Shiloh (1997)|You So Crazy (1994)
Wrong Trousers, The (1993)|Raiders of the Lost Ark (1981)|Clockwork Orange, A (1971)|Forbidden Planet (1956)|Matilda (1996)|Some Like It Hot (1959)|Roman Holiday (1953)|Wings of Desire (1987)|Touch of Evil (1958)|Last Time I Saw Paris, The (1954)
Muppet Treasure Island (1996)|Batman Forever (1995)|Maverick (1994)|Free Willy (1993)|Dirty Dancing (1987)|Grand Day Out, A (1992)|Bridge on the River Kwai, The (1957)|Back to the Future (1985)|Bram Stoker's Dracula (1992)|Crossing Guard, The (1995)
12 Angry Men (1957)|Apocalypse Now (1979)|Unforgiven (1992)|Big Sleep, The (1946)|Wild Bill (1995)|Farinelli: il castrato (1994)|Heavenly Creatures (1994)|Village of the Damned (1995)|Charade (1963)|You So Crazy (1994)
Marvin's Room (1996)|Donnie Brasco (1997)|Walk in the Clouds, A (1995)|Waterworld (1995)|White Man's Burden (1995)|Wild Bill (1995)|Farinelli: il castrato (1994)|Big Blue, The (Grand bleu, Le) (1988)|Mrs. Dalloway (1997)|Wild America (1997)
Gone with the Wind (1939)|Monty Python and the Holy Grail (1974)|Terminator, The (1984)|Jerry Maguire (1996)|Rebel Without a Cause (1955)|All About Eve (1950)|Relative Fear (1994)|I Shot Andy Warhol (1996)|Two Much (1996)|Surviving the Game (1994)
Usual Suspects, The (1995)|Free Willy (1993)|Sleepless in Seattle (1993)|Monty Python and the Holy Grail (1974)|Princess Bride, The (1987)|Blues Brothers, The (1980)|Client, The (1994)|Spy Hard (1996)|Bringing Up Baby (1938)|Meet Me in St. Louis (1944)
Twister (1996)|Unbearable Lightness of Being, The (1988)|Chasing Amy (1997)|Sense and Sensibility (1995)|Matilda (1996)|Magnificent Seven, The (1954)|Killing Fields, The (1984)|Die xue shuang xiong (Killer, The) (1989)|Ghosts of Mississippi (1996)|War Room, The (1993)
Professional, The (1994)|Bridge on the River Kwai, The (1957)|Men in Black (1997)|Starship Troopers (1997)|Ulee's Gold (1997)|As Good As It Gets (1997)|Manhattan (1979)|Wes Craven's New Nightmare (1994)|Arsenic and Old Lace (1944)|Unzipped (1995)
Seven (Se7en) (1995)|Sound of Music, The (1965)|Delicatessen (1991)|Return of the Jedi (1983)|Austin Powers: International Man of Mystery (1997)|Naked Gun 33 1/3: The Final Insult (1994)|Annie Hall (1977)|Village of the Damned (1995)|City Slickers II: The Legend of Curly's Gold (1994)|39 Steps, The (1935)
Richard III (1995)|Free Willy (1993)|Home Alone (1990)|Field of Dreams (1989)|101 Dalmatians (1996)|When the Cats Away (Chacun cherche son chat) (1996)|Emma (1996)|Sphere (1998)|Apple Dumpling Gang, The (1975)|First Knight (1995)
Rumble in the Bronx (1995)|Citizen Ruth (1996)|Midnight in the Garden of Good and Evil (1997)|White Man's Burden (1995)|Wild Bill (1995)|Stephen King's The Langoliers (1995)|Power 98 (1995)|Funeral, The (1996)|Underworld (1997)|Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996)
Dead Man Walking (1995)|Theodore Rex (1995)|Maya Lin: A Strong Clear Vision (1994)|Nixon (1995)|White Man's Burden (1995)|Wild Bill (1995)|Farinelli: il castrato (1994)|Faces (1968)|Shadow Conspiracy (1997)|You So Crazy (1994)
Sleepless in Seattle (1993)|2001: A Space Odyssey (1968)|Delicatessen (1991)|Empire Strikes Back, The (1980)|Princess Bride, The (1987)|Apocalypse Now (1979)|Mad City (1997)|Some Like It Hot (1959)|Sunset Blvd. (1950)|39 Steps, The (1935)
Men in Black (1997)|Scream (1996)|Absolute Power (1997)|Murder at 1600 (1997)|Mad City (1997)|Fire on the Mountain (1996)|MatchMaker, The (1997)|Burnt By the Sun (1994)|Money Talks (1997)|Rich Man's Wife, The (1996)
Net, The (1995)|Empire Strikes Back, The (1980)|Princess Bride, The (1987)|Right Stuff, The (1983)|This Is Spinal Tap (1984)|Naked Gun 33 1/3: The Final Insult (1994)|Interview with the Vampire (1994)|Kid in King Arthur's Court, A (1995)|Mary Shelley's Frankenstein (1994)|You So Crazy (1994)
Full Monty, The (1997)|Air Force One (1997)|Apt Pupil (1998)|Edge, The (1997)|Waterworld (1995)|White Man's Burden (1995)|Wild Bill (1995)|Farinelli: il castrato (1994)|Time Tracers (1995)|You So Crazy (1994)
Mighty Aphrodite (1995)|Haunted World of Edward D. Wood Jr., The (1995)|Fish Called Wanda, A (1988)|Empire Strikes Back, The (1980)|Beavis and Butt-head Do America (1996)|When the Cats Away (Chacun cherche son chat) (1996)|Secret of Roan Inish, The (1994)|Man Who Would Be King, The (1975)|American in Paris, An (1951)|Ghosts of Mississippi (1996)
George of the Jungle (1997)|Steel (1997)|Dante's Peak (1997)|Conspiracy Theory (1997)|Waterworld (1995)|White Man's Burden (1995)|Wild Bill (1995)|Money Talks (1997)|For Ever Mozart (1996)|SubUrbia (1997)
Mrs. Brown (Her Majesty, Mrs. Brown) (1997)|3 Ninjas: High Noon At Mega Mountain (1998)|187 (1997)|Walk in the Clouds, A (1995)|Waterworld (1995)|White Man's Burden (1995)|Wild Bill (1995)|Farinelli: il castrato (1994)|Heavenly Creatures (1994)|Stephen King's The Langoliers (1995)
Shanghai Triad (Yao a yao yao dao waipo qiao) (1995)|Operation Dumbo Drop (1995)|Phenomenon (1996)|Good Will Hunting (1997)|Time to Kill, A (1996)|Tombstone (1993)|Crow: City of Angels, The (1996)|Benny & Joon (1993)|Great White Hype, The (1996)|Unforgettable (1996)
Dolores Claiborne (1994)|Shawshank Redemption, The (1994)|Cyrano de Bergerac (1990)|Men in Black (1997)|Killing Fields, The (1984)|Farinelli: il castrato (1994)|Romeo Is Bleeding (1993)|Howling, The (1981)|Grifters, The (1990)|Nowhere (1997)
Rock, The (1996)|Pinocchio (1940)|Walk in the Clouds, A (1995)|Waterworld (1995)|White Man's Burden (1995)|Wild Bill (1995)|Farinelli: il castrato (1994)|Stephen King's The Langoliers (1995)|Benny & Joon (1993)|You So Crazy (1994)
Braveheart (1995)|I.Q. (1994)|Jurassic Park (1993)|Spitfire Grill, The (1996)|Reservoir Dogs (1992)|Jean de Florette (1986)|Raging Bull (1980)|Jerry Maguire (1996)|Ice Storm, The (1997)|Philadelphia Story, The (1940)
I.Q. (1994)|Three Colors: Red (1994)|Free Willy (1993)|Abyss, The (1989)|Grand Day Out, A (1992)|Right Stuff, The (1983)|Under Siege (1992)|Amityville Curse, The (1990)|Great Dictator, The (1940)|Touch of Evil (1958)
Men in Black (1997)|Hoodlum (1997)|Paradise Lost: The Child Murders at Robin Hood Hills (1996)|Cop Land (1997)|Edge, The (1997)|Walk in the Clouds, A (1995)|Waterworld (1995)|White Man's Burden (1995)|Wild Bill (1995)|You So Crazy (1994)
Professional, The (1994)|Horseman on the Roof, The (Hussard sur le toit, Le) (1995)|Fish Called Wanda, A (1988)|Psycho (1960)|In & Out (1997)|Spy Hard (1996)|Magnificent Seven, The (1954)|Seven Years in Tibet (1997)|Baby-Sitters Club, The (1995)|City of Angels (1998)
Air Bud (1997)|Donnie Brasco (1997)|Paradise Lost: The Child Murders at Robin Hood Hills (1996)|Walk in the Clouds, A (1995)|Waterworld (1995)|White Man's Burden (1995)|Wild Bill (1995)|Farinelli: il castrato (1994)|Quick and the Dead, The (1995)|Big Blue, The (Grand bleu, Le) (1988)
Moll Flanders (1996)|Swingers (1996)|unknown|Marvin's Room (1996)|Apt Pupil (1998)|Crash (1996)|Mad City (1997)|Dragonheart (1996)|Nick of Time (1995)|Basquiat (1996)
French Twist (Gazon maudit) (1995)|Return of the Pink Panther, The (1974)|Very Brady Sequel, A (1996)|Butch Cassidy and the Sundance Kid (1969)|Heavenly Creatures (1994)|Body Snatchers (1993)|Bride of Frankenstein (1935)|Cat People (1982)|Bloody Child, The (1996)|Braindead (1992)
I.Q. (1994)|When Harry Met Sally... (1989)|Austin Powers: International Man of Mystery (1997)|Men in Black (1997)|187 (1997)|Butch Cassidy and the Sundance Kid (1969)|Heavenly Creatures (1994)|Kid in King Arthur's Court, A (1995)|Escape from New York (1981)|Fair Game (1995)
Get Shorty (1995)|French Twist (Gazon maudit) (1995)|Professional, The (1994)|Spitfire Grill, The (1996)|Die Hard (1988)|Alien (1979)|Burnt Offerings (1976)|Heavenly Creatures (1994)|Village of the Damned (1995)|Mute Witness (1994)
Horseman on the Roof, The (Hussard sur le toit, Le) (1995)|Jean de Florette (1986)|Terminator, The (1984)|Gattaca (1997)|Apt Pupil (1998)|White Man's Burden (1995)|Wild Bill (1995)|Farinelli: il castrato (1994)|Tales from the Hood (1995)|Winter Guest, The (1997)
Pulp Fiction (1994)|Snow White and the Seven Dwarfs (1937)|Haunted World of Edward D. Wood Jr., The (1995)|Gone with the Wind (1939)|Sleeper (1973)|GoodFellas (1990)|Young Frankenstein (1974)|This Is Spinal Tap (1984)|Breaking the Waves (1996)|Third Man, The (1949)
Terminator 2: Judgment Day (1991)|Spitfire Grill, The (1996)|Princess Bride, The (1987)|Aliens (1986)|Right Stuff, The (1983)|This Is Spinal Tap (1984)|Forbidden Planet (1956)|Omen, The (1976)|So Dear to My Heart (1949)
Dances with Wolves (1990)|Weekend at Bernie's (1989)|Army of Darkness (1993)|Marvin's Room (1996)|Face/Off (1997)|Mother (1996)|Amityville Curse, The (1990)|Broken Arrow (1996)|Robin Hood: Prince of Thieves (1991)|Fire on the Mountain (1996)
Seven (Se7en) (1995)|Home Alone (1990)|Glengarry Glen Ross (1992)|Delicatessen (1991)|Princess Bride, The (1987)|Room with a View, A (1986)|Mimic (1997)|Muriel's Wedding (1994)|Mary Poppins (1964)|African Queen, The (1951)
Outbreak (1995)|Sleepless in Seattle (1993)|Private Benjamin (1980)|12 Angry Men (1957)|Army of Darkness (1993)|Dead Poets Society (1989)|Sense and Sensibility (1995)|Rob Roy (1995)|Corrina, Corrina (1994)|Last Supper, The (1995)
Get Shorty (1995)|GoodFellas (1990)|Hoodlum (1997)|Waterworld (1995)|White Man's Burden (1995)|Wild Bill (1995)|Village of the Damned (1995)|Blown Away (1994)|Boxing Helena (1993)|Kissed (1996)
Richard III (1995)|Dances with Wolves (1990)|unknown|Chasing Amy (1997)|Waterworld (1995)|White Man's Burden (1995)|Wild Bill (1995)|Stephen King's The Langoliers (1995)|American in Paris, An (1951)|Great Day in Harlem, A (1994)
Men in Black (1997)|unknown|Marvin's Room (1996)|Deep Rising (1998)|White Man's Burden (1995)|Wild Bill (1995)|Farinelli: il castrato (1994)|Heavenly Creatures (1994)|Amistad (1997)|You So Crazy (1994)
Twelve Monkeys (1995)|Professional, The (1994)|Terminator 2: Judgment Day (1991)|Snow White and the Seven Dwarfs (1937)|Basic Instinct (1992)|Unbearable Lightness of Being, The (1988)|Jerry Maguire (1996)|Meet Me in St. Louis (1944)|Bad Moon (1996)|Two Bits (1995)
I.Q. (1994)|Sleepless in Seattle (1993)|Apocalypse Now (1979)|Transformers: The Movie, The (1986)|James and the Giant Peach (1996)|Dumbo (1941)|Candidate, The (1972)|Magnificent Seven, The (1954)|Third Man, The (1949)|Deer Hunter, The (1978)
Seven (Se7en) (1995)|Bad Boys (1995)|Hot Shots! Part Deux (1993)|Delicatessen (1991)|Brazil (1985)|Nikita (La Femme Nikita) (1990)|In & Out (1997)|Vertigo (1958)|Some Like It Hot (1959)|My Life as a Dog (Mitt liv som hund) (1985)
Quiz Show (1994)|Breakfast at Tiffany's (1961)|Philadelphia Story, The (1940)|Some Like It Hot (1959)|Lawrence of Arabia (1962)|Hour of the Pig, The (1993)|Fan, The (1996)|Great Race, The (1965)|Devil in a Blue Dress (1995)|Bad Taste (1987)
Shanghai Triad (Yao a yao yao dao waipo qiao) (1995)|Mighty Aphrodite (1995)|Sense and Sensibility (1995)|Game, The (1997)|Apartment, The (1960)|Candidate, The (1972)|Magnificent Seven, The (1954)|Home for the Holidays (1995)|Con Air (1997)|Hollow Reed (1996)
Breakfast at Tiffany's (1961)|Clockwork Orange, A (1971)|Dead Poets Society (1989)|Bridge on the River Kwai, The (1957)|Children of the Corn: The Gathering (1996)|Casablanca (1942)|Candidate, The (1972)|Tales from the Hood (1995)|Cook the Thief His Wife & Her Lover, The (1989)|Philadelphia (1993)
G.I. Jane (1997)|Jackie Brown (1997)|Wedding Singer, The (1998)|White Man's Burden (1995)|Wild Bill (1995)|Quick and the Dead, The (1995)|Benny & Joon (1993)|Excess Baggage (1997)|That Darn Cat! (1997)|Beautician and the Beast, The (1997)
Crimson Tide (1995)|Professional, The (1994)|Sleepless in Seattle (1993)|Nightmare Before Christmas, The (1993)|True Romance (1993)|Return of the Jedi (1983)|Transformers: The Movie, The (1986)|Stand by Me (1986)|Somewhere in Time (1980)|Scream 2 (1997)
Walk in the Clouds, A (1995)|Waterworld (1995)|White Man's Burden (1995)|Wild Bill (1995)|Farinelli: il castrato (1994)|Heavenly Creatures (1994)|Interview with the Vampire (1994)|Kid in King Arthur's Court, A (1995)|Coneheads (1993)|You So Crazy (1994)
Twelve Monkeys (1995)|I.Q. (1994)|Three Colors: Blue (1993)|Terminator 2: Judgment Day (1991)|Supercop (1992)|Apocalypse Now (1979)|Grand Day Out, A (1992)|As Good As It Gets (1997)|In the Name of the Father (1993)|Day the Earth Stood Still, The (1951)
Babe (1995)|Cold Comfort Farm (1995)|Striptease (1996)|Unhook the Stars (1996)|Cape Fear (1991)|Marvin's Room (1996)|Interview with the Vampire (1994)|Jackal, The (1997)|Kids (1995)
Professional, The (1994)|Dances with Wolves (1990)|2001: A Space Odyssey (1968)|Notorious (1946)|Cool Hand Luke (1967)|Ben-Hur (1959)|Giant (1956)|M (1931)|Rocket Man (1997)|House of the Spirits, The (1993)
Apocalypse Now (1979)|Leaving Las Vegas (1995)|Hoodlum (1997)|Schindler's List (1993)|Interview with the Vampire (1994)|Kid in King Arthur's Court, A (1995)|Mary Shelley's Frankenstein (1994)|Jackal, The (1997)|Pretty Woman (1990)|Freeway (1996)
Seven (Se7en) (1995)|Muppet Treasure Island (1996)|Dances with Wolves (1990)|Blues Brothers, The (1980)|Pink Floyd - The Wall (1982)|Jerry Maguire (1996)|Notorious (1946)|Paris Is Burning (1990)|Ran (1985)|Ruby in Paradise (1993)
Supercop (1992)|Turbo: A Power Rangers Movie (1997)|Men in Black (1997)|Rosewood (1997)|Apt Pupil (1998)|Wings of Desire (1987)|Gandhi (1982)|Daytrippers, The (1996)|Once Upon a Time in America (1984)|When We Were Kings (1996)
