I.Q. (1994)|Three Colors: Red (1994)|Santa Clause, The (1994)|Snow White and the Seven Dwarfs (1937)|Citizen Kane (1941)|Wrong Trousers, The (1993)|Empire Strikes Back, The (1980)|Good, The Bad and The Ugly, The (1966)|Grand Day Out, A (1992)|Star Trek: First Contact (1996)
I.Q. (1994)|Spitfire Grill, The (1996)|Gone with the Wind (1939)|Private Benjamin (1980)|Princess Bride, The (1987)|Star Trek: First Contact (1996)|Forbidden Planet (1956)|Vertigo (1958)|Some Like It Hot (1959)|Dazed and Confused (1993)
Walk in the Clouds, A (1995)|Waterworld (1995)|White Man's Burden (1995)|Wild Bill (1995)|Farinelli: il castrato (1994)|Heavenly Creatures (1994)|Interview with the Vampire (1994)|Kid in King Arthur's Court, A (1995)|Coneheads (1993)|You So Crazy (1994)
Ed Wood (1994)|Santa Clause, The (1994)|Amadeus (1984)|Starship Troopers (1997)|3 Ninjas: High Noon At Mega Mountain (1998)|As Good As It Gets (1997)|Spy Hard (1996)|Transformers: The Movie, The (1986)|Two Bits (1995)|Dead Man (1995)
Time to Kill, A (1996)|Secrets & Lies (1996)|Scream (1996)|Trainspotting (1996)|White Man's Burden (1995)|Wild Bill (1995)|Farinelli: il castrato (1994)|Heavenly Creatures (1994)|Interview with the Vampire (1994)|Kid in King Arthur's Court, A (1995)
Hot Shots! Part Deux (1993)|Breakfast at Tiffany's (1961)|Private Benjamin (1980)|Monty Python and the Holy Grail (1974)|Empire Strikes Back, The (1980)|Good, The Bad and The Ugly, The (1966)|GoodFellas (1990)|Spy Hard (1996)|To Kill a Mockingbird (1962)|Killing Fields, The (1984)
Quiz Show (1994)|Frighteners, The (1996)|Dirty Dancing (1987)|Blues Brothers, The (1980)|Graduate, The (1967)|Children of the Corn: The Gathering (1996)|People vs. Larry Flynt, The (1996)|Miller's Crossing (1990)|Tin Drum, The (Blechtrommel, Die) (1979)|Two Bits (1995)
Ice Storm, The (1997)|Walk in the Clouds, A (1995)|Waterworld (1995)|White Man's Burden (1995)|Wild Bill (1995)|Farinelli: il castrato (1994)|Stephen King's The Langoliers (1995)|Jackal, The (1997)|Thousand Acres, A (1997)|Mrs. Dalloway (1997)
Taxi Driver (1976)|Haunted World of Edward D. Wood Jr., The (1995)|Heat (1995)|Waterworld (1995)|White Man's Burden (1995)|Wild Bill (1995)|Stephen King's The Langoliers (1995)|Pretty Woman (1990)|Freeway (1996)|You So Crazy (1994)
I.Q. (1994)|Santa Clause, The (1994)|2001: A Space Odyssey (1968)|Delicatessen (1991)|Good, The Bad and The Ugly, The (1966)|Blues Brothers, The (1980)|Vertigo (1958)|Bonnie and Clyde (1967)|My Life as a Dog (Mitt liv som hund) (1985)|MatchMaker, The (1997)
Breakfast at Tiffany's (1961)|Gone with the Wind (1939)|James and the Giant Peach (1996)|Roman Holiday (1953)|Bringing Up Baby (1938)|Magnificent Seven, The (1954)|Terminal Velocity (1994)|American in Paris, An (1951)|Pump Up the Volume (1990)|Golden Earrings (1947)
Braveheart (1995)|2001: A Space Odyssey (1968)|Reservoir Dogs (1992)|Princess Bride, The (1987)|Good, The Bad and The Ugly, The (1966)|Apocalypse Now (1979)|To Kill a Mockingbird (1962)|Day the Earth Stood Still, The (1951)|North by Northwest (1959)|Treasure of the Sierra Madre, The (1948)
Seven (Se7en) (1995)|Postino, Il (1994)|Crow, The (1994)|Searching for Bobby Fischer (1993)|Sound of Music, The (1965)|Cop Land (1997)|Last Supper, The (1995)|Crooklyn (1994)|Walkabout (1971)
Eat Drink Man Woman (1994)|Clockwork Orange, A (1971)|Under Siege (1992)|Jerry Maguire (1996)|Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963)|Streetcar Named Desire, A (1951)|Wings of Desire (1987)|Down by Law (1986)|Thin Blue Line, The (1988)|M (1931)
Private Benjamin (1980)|Empire Strikes Back, The (1980)|GoodFellas (1990)|Army of Darkness (1993)|Blues Brothers, The (1980)|Grand Day Out, A (1992)|Apartment, The (1960)|Some Like It Hot (1959)|Sophie's Choice (1982)|Made in America (1993)
Hoodlum (1997)|Mother (1996)|Crash (1996)|Cop Land (1997)|187 (1997)|Fallen (1998)|Walk in the Clouds, A (1995)|Waterworld (1995)|White Man's Burden (1995)|You So Crazy (1994)
Seven (Se7en) (1995)|Snow White and the Seven Dwarfs (1937)|Bedknobs and Broomsticks (1971)|12 Angry Men (1957)|Pink Floyd - The Wall (1982)|Vertigo (1958)|North by Northwest (1959)|People vs. Larry Flynt, The (1996)|Ben-Hur (1959)|Arsenic and Old Lace (1944)
Contact (1997)|Event Horizon (1997)|Chasing Amy (1997)|House of Yes, The (1997)|Wild Bill (1995)|Farinelli: il castrato (1994)|Heavenly Creatures (1994)|Tales from the Hood (1995)|Leave It to Beaver (1997)|You So Crazy (1994)
Shanghai Triad (Yao a yao yao dao waipo qiao) (1995)|Muppet Treasure Island (1996)|Free Willy (1993)|Hudsucker Proxy, The (1994)|Nightmare Before Christmas, The (1993)|Snow White and the Seven Dwarfs (1937)|Princess Bride, The (1987)|Sting, The (1973)|Evil Dead II (1987)|When the Cats Away (Chacun cherche son chat) (1996)
Quiz Show (1994)|Three Colors: Red (1994)|Jurassic Park (1993)|Wrong Trousers, The (1993)|Magnificent Seven, The (1954)|Wings of Desire (1987)|Annie Hall (1977)|Down by Law (1986)|Giant (1956)|House of the Spirits, The (1993)
Jude (1996)|Army of Darkness (1993)|L.A. Confidential (1997)|Midnight in the Garden of Good and Evil (1997)|White Man's Burden (1995)|Wild Bill (1995)|Farinelli: il castrato (1994)|Heavenly Creatures (1994)|Tales from the Hood (1995)|Tie Me Up! Tie Me Down! (1990)
Shanghai Triad (Yao a yao yao dao waipo qiao) (1995)|Postino, Il (1994)|Professional, The (1994)|Free Willy (1993)|Sound of Music, The (1965)|Jude (1996)|Apocalypse Now (1979)|Pink Floyd - The Wall (1982)|Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963)|To Gillian on Her 37th Birthday (1996)
Cable Guy, The (1996)|Turbo: A Power Rangers Movie (1997)|Full Monty, The (1997)|Good Will Hunting (1997)|Secrets & Lies (1996)|Hoodlum (1997)|G.I. Jane (1997)|Cop Land (1997)|Streetcar Named Desire, A (1951)|Last Supper, The (1995)
Braveheart (1995)|I.Q. (1994)|Princess Bride, The (1987)|Brazil (1985)|Blues Brothers, The (1980)|Grand Day Out, A (1992)|Henry V (1989)|Dead Poets Society (1989)|Indiana Jones and the Last Crusade (1989)|Some Like It Hot (1959)
Ed Wood (1994)|Sleepless in Seattle (1993)|Apocalypse Now (1979)|Army of Darkness (1993)|Field of Dreams (1989)|In the Name of the Father (1993)|Philadelphia Story, The (1940)|Cat on a Hot Tin Roof (1958)|Gandhi (1982)|Gigi (1958)
Ed Wood (1994)|True Romance (1993)|Dances with Wolves (1990)|Good, The Bad and The Ugly, The (1966)|Henry V (1989)|Dead Poets Society (1989)|Client, The (1994)|Glory (1989)|Replacement Killers, The (1998)|Balto (1995)
Twelve Monkeys (1995)|Muppet Treasure Island (1996)|Sound of Music, The (1965)|GoodFellas (1990)|Star Trek: First Contact (1996)|In the Name of the Father (1993)|Annie Hall (1977)|Daniel Defoe's Robinson Crusoe (1996)|Seventh Seal, The (Sjunde inseglet, Det) (1957)|Innocents, The (1961)
Seven (Se7en) (1995)|I.Q. (1994)|Dances with Wolves (1990)|Supercop (1992)|Monty Python and the Holy Grail (1974)|Apocalypse Now (1979)|Army of Darkness (1993)|Graduate, The (1967)|Promesse, La (1996)|Daytrippers, The (1996)
Santa Clause, The (1994)|Four Weddings and a Funeral (1994)|Silence of the Lambs, The (1991)|Bedknobs and Broomsticks (1971)|Private Benjamin (1980)|Dead Poets Society (1989)|Back to the Future (1985)|Unbearable Lightness of Being, The (1988)|Cinderella (1950)|Ben-Hur (1959)
Frighteners, The (1996)|Good, The Bad and The Ugly, The (1966)|Grand Day Out, A (1992)|Graduate, The (1967)|unknown|In & Out (1997)|Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963)|Bananas (1971)|House of the Spirits, The (1993)|Road to Wellville, The (1994)
Babe (1995)|Santa Clause, The (1994)|Hudsucker Proxy, The (1994)|Cold Comfort Farm (1995)|Mimic (1997)|Rosewood (1997)|Ulee's Gold (1997)|In & Out (1997)|Naked Gun 33 1/3: The Final Insult (1994)|Seventh Seal, The (Sjunde inseglet, Det) (1957)
Psycho (1960)|Batman & Robin (1997)|Chasing Amy (1997)|Donnie Brasco (1997)|Wild Bill (1995)|Farinelli: il castrato (1994)|Heavenly Creatures (1994)|Interview with the Vampire (1994)|Tales from the Hood (1995)|You So Crazy (1994)
Braveheart (1995)|Three Colors: Blue (1993)|Dances with Wolves (1990)|Citizen Kane (1941)|Cinema Paradiso (1988)|Delicatessen (1991)|Star Trek: First Contact (1996)|Casablanca (1942)|Thin Man, The (1934)|Marlene Dietrich: Shadow and Light (1996) 
Chasing Amy (1997)|Hoodlum (1997)|Wedding Singer, The (1998)|Waterworld (1995)|White Man's Burden (1995)|Wild Bill (1995)|Farinelli: il castrato (1994)|Heavenly Creatures (1994)|Interview with the Vampire (1994)|You So Crazy (1994)
Crumb (1994)|Cold Comfort Farm (1995)|Empire Strikes Back, The (1980)|Evil Dead II (1987)|When the Cats Away (Chacun cherche son chat) (1996)|Sabrina (1995)|Dark City (1998)|To Live (Huozhe) (1994)|2 Days in the Valley (1996)|Hate (Haine, La) (1995)
Postino, Il (1994)|Mary Reilly (1996)|Last Action Hero (1993)|Star Trek: The Motion Picture (1979)|Treasure of the Sierra Madre, The (1948)|White Man's Burden (1995)|Wild Bill (1995)|Stephen King's The Langoliers (1995)|Shiloh (1997)|You So Crazy (1994)
Monty Python and the Holy Grail (1974)|Raiders of the Lost Ark (1981)|Clockwork Orange, A (1971)|Forbidden Planet (1956)|Some Like It Hot (1959)|Roman Holiday (1953)|Wings of Desire (1987)|Down by Law (1986)|Great Dictator, The (1940)|Touch of Evil (1958)
Shanghai Triad (Yao a yao yao dao waipo qiao) (1995)|Batman Forever (1995)|Dirty Dancing (1987)|Reservoir Dogs (1992)|Raiders of the Lost Ark (1981)|Grand Day Out, A (1992)|Bridge on the River Kwai, The (1957)|Back to the Future (1985)|Deconstructing Harry (1997)|Great Escape, The (1963)
12 Angry Men (1957)|Apocalypse Now (1979)|Unforgiven (1992)|Big Sleep, The (1946)|Wild Bill (1995)|Farinelli: il castrato (1994)|Heavenly Creatures (1994)|Village of the Damned (1995)|Charade (1963)|You So Crazy (1994)
Marvin's Room (1996)|Donnie Brasco (1997)|Walk in the Clouds, A (1995)|Waterworld (1995)|White Man's Burden (1995)|Wild Bill (1995)|Farinelli: il castrato (1994)|Big Blue, The (Grand bleu, Le) (1988)|Mrs. Dalloway (1997)|Wild America (1997)
Twelve Monkeys (1995)|Babe (1995)|Professional, The (1994)|Dances with Wolves (1990)|Gone with the Wind (1939)|Monty Python and the Holy Grail (1974)|12 Angry Men (1957)|Jerry Maguire (1996)|Apartment, The (1960)|Two Much (1996)
Ed Wood (1994)|Sleepless in Seattle (1993)|Dirty Dancing (1987)|Monty Python and the Holy Grail (1974)|Princess Bride, The (1987)|Blues Brothers, The (1980)|Client, The (1994)|Spy Hard (1996)|Transformers: The Movie, The (1986)|Bringing Up Baby (1938)
Twister (1996)|Frighteners, The (1996)|Starship Troopers (1997)|Restoration (1995)|Matilda (1996)|Philadelphia Story, The (1940)|Magnificent Seven, The (1954)|Casino (1995)|Ghosts of Mississippi (1996)|War Room, The (1993)
Professional, The (1994)|Hot Shots! Part Deux (1993)|Snow White and the Seven Dwarfs (1937)|Breakfast at Tiffany's (1961)|Bridge on the River Kwai, The (1957)|Men in Black (1997)|Starship Troopers (1997)|Restoration (1995)|As Good As It Gets (1997)|Manhattan (1979)
Seven (Se7en) (1995)|Spitfire Grill, The (1996)|Sound of Music, The (1965)|Delicatessen (1991)|Empire Strikes Back, The (1980)|Return of the Jedi (1983)|Groundhog Day (1993)|Around the World in 80 Days (1956)|Annie Hall (1977)|To Live (Huozhe) (1994)
Richard III (1995)|Muppet Treasure Island (1996)|Free Willy (1993)|Home Alone (1990)|Field of Dreams (1989)|Good Will Hunting (1997)|Sense and Sensibility (1995)|Batman (1989)|Misérables, Les (1995)
Rumble in the Bronx (1995)|Citizen Ruth (1996)|Midnight in the Garden of Good and Evil (1997)|White Man's Burden (1995)|Wild Bill (1995)|Stephen King's The Langoliers (1995)|Power 98 (1995)|Funeral, The (1996)|Underworld (1997)|Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996)
Dead Man Walking (1995)|Theodore Rex (1995)|Maya Lin: A Strong Clear Vision (1994)|Nixon (1995)|White Man's Burden (1995)|Wild Bill (1995)|Farinelli: il castrato (1994)|Faces (1968)|Shadow Conspiracy (1997)|You So Crazy (1994)
Sleepless in Seattle (1993)|2001: A Space Odyssey (1968)|Delicatessen (1991)|Princess Bride, The (1987)|GoodFellas (1990)|Army of Darkness (1993)|Indiana Jones and the Last Crusade (1989)|Forbidden Planet (1956)|Some Like It Hot (1959)|Sunset Blvd. (1950)
Men in Black (1997)|Scream (1996)|Absolute Power (1997)|Murder at 1600 (1997)|Mad City (1997)|Fire on the Mountain (1996)|MatchMaker, The (1997)|Amistad (1997)|Burnt By the Sun (1994)|Inventing the Abbotts (1997)
Net, The (1995)|Empire Strikes Back, The (1980)|Princess Bride, The (1987)|Right Stuff, The (1983)|This Is Spinal Tap (1984)|Naked Gun 33 1/3: The Final Insult (1994)|Interview with the Vampire (1994)|Kid in King Arthur's Court, A (1995)|Mary Shelley's Frankenstein (1994)|You So Crazy (1994)
Full Monty, The (1997)|Air Force One (1997)|Apt Pupil (1998)|Edge, The (1997)|Waterworld (1995)|White Man's Burden (1995)|Wild Bill (1995)|Farinelli: il castrato (1994)|Time Tracers (1995)|You So Crazy (1994)
Clockwork Orange, A (1971)|Henry V (1989)|Fifth Element, The (1997)|Tin Cup (1996)|Secret of Roan Inish, The (1994)|People vs. Larry Flynt, The (1996)|Farinelli: il castrato (1994)|American in Paris, An (1951)|Glory (1989)|Ghosts of Mississippi (1996)
George of the Jungle (1997)|Steel (1997)|Dante's Peak (1997)|Conspiracy Theory (1997)|Waterworld (1995)|White Man's Burden (1995)|Wild Bill (1995)|Money Talks (1997)|For Ever Mozart (1996)|SubUrbia (1997)
Mrs. Brown (Her Majesty, Mrs. Brown) (1997)|3 Ninjas: High Noon At Mega Mountain (1998)|187 (1997)|Walk in the Clouds, A (1995)|Waterworld (1995)|White Man's Burden (1995)|Wild Bill (1995)|Farinelli: il castrato (1994)|Heavenly Creatures (1994)|Stephen King's The Langoliers (1995)
Shanghai Triad (Yao a yao yao dao waipo qiao) (1995)|Operation Dumbo Drop (1995)|Phenomenon (1996)|Good Will Hunting (1997)|Fierce Creatures (1997)|Tombstone (1993)|Courage Under Fire (1996)|Crow: City of Angels, The (1996)|Benny & Joon (1993)|Great White Hype, The (1996)
Shawshank Redemption, The (1994)|Cyrano de Bergerac (1990)|Men in Black (1997)|Killing Fields, The (1984)|Farinelli: il castrato (1994)|Howling, The (1981)|Grifters, The (1990)|Tom & Viv (1994)|Good Man in Africa, A (1994)|Nowhere (1997)
Rock, The (1996)|Pinocchio (1940)|Walk in the Clouds, A (1995)|Waterworld (1995)|White Man's Burden (1995)|Wild Bill (1995)|Farinelli: il castrato (1994)|Stephen King's The Langoliers (1995)|Benny & Joon (1993)|You So Crazy (1994)
Braveheart (1995)|Dolores Claiborne (1994)|I.Q. (1994)|Jurassic Park (1993)|Spitfire Grill, The (1996)|Jean de Florette (1986)|Raging Bull (1980)|Jerry Maguire (1996)|Philadelphia Story, The (1940)|Tom & Viv (1994)
I.Q. (1994)|Three Colors: Red (1994)|Jude (1996)|Abyss, The (1989)|Grand Day Out, A (1992)|Right Stuff, The (1983)|Akira (1988)|Under Siege (1992)|Great Dictator, The (1940)|Touch of Evil (1958)
Men in Black (1997)|Hoodlum (1997)|Paradise Lost: The Child Murders at Robin Hood Hills (1996)|Cop Land (1997)|Edge, The (1997)|Walk in the Clouds, A (1995)|Waterworld (1995)|White Man's Burden (1995)|Wild Bill (1995)|You So Crazy (1994)
Professional, The (1994)|Horseman on the Roof, The (Hussard sur le toit, Le) (1995)|In & Out (1997)|3 Ninjas: High Noon At Mega Mountain (1998)|Spy Hard (1996)|Magnificent Seven, The (1954)|Seventh Seal, The (Sjunde inseglet, Det) (1957)|Cat People (1982)|Seven Years in Tibet (1997)|Bad Moon (1996)
Air Bud (1997)|Donnie Brasco (1997)|Paradise Lost: The Child Murders at Robin Hood Hills (1996)|Walk in the Clouds, A (1995)|Waterworld (1995)|White Man's Burden (1995)|Wild Bill (1995)|Farinelli: il castrato (1994)|Quick and the Dead, The (1995)|Big Blue, The (Grand bleu, Le) (1988)
Moll Flanders (1996)|Swingers (1996)|unknown|Marvin's Room (1996)|Apt Pupil (1998)|Crash (1996)|Mad City (1997)|Dragonheart (1996)|Nick of Time (1995)|Basquiat (1996)
French Twist (Gazon maudit) (1995)|Return of the Pink Panther, The (1974)|Very Brady Sequel, A (1996)|Butch Cassidy and the Sundance Kid (1969)|Heavenly Creatures (1994)|Body Snatchers (1993)|Bride of Frankenstein (1935)|Cat People (1982)|Bloody Child, The (1996)|Braindead (1992)
French Twist (Gazon maudit) (1995)|I.Q. (1994)|When Harry Met Sally... (1989)|Austin Powers: International Man of Mystery (1997)|Men in Black (1997)|187 (1997)|Miracle on 34th Street (1994)|Butch Cassidy and the Sundance Kid (1969)|Heavenly Creatures (1994)|She's So Lovely (1997)
Get Shorty (1995)|French Twist (Gazon maudit) (1995)|Professional, The (1994)|Spitfire Grill, The (1996)|Die Hard (1988)|Alien (1979)|Burnt Offerings (1976)|Heavenly Creatures (1994)|Village of the Damned (1995)|Mute Witness (1994)
Horseman on the Roof, The (Hussard sur le toit, Le) (1995)|Jean de Florette (1986)|Terminator, The (1984)|Gattaca (1997)|Apt Pupil (1998)|White Man's Burden (1995)|Wild Bill (1995)|Farinelli: il castrato (1994)|Tales from the Hood (1995)|Winter Guest, The (1997)
Pulp Fiction (1994)|Snow White and the Seven Dwarfs (1937)|Haunted World of Edward D. Wood Jr., The (1995)|Gone with the Wind (1939)|GoodFellas (1990)|Young Frankenstein (1974)|This Is Spinal Tap (1984)|Black Beauty (1994)|Third Man, The (1949)|Diva (1981)
Terminator 2: Judgment Day (1991)|Cold Comfort Farm (1995)|Spitfire Grill, The (1996)|Princess Bride, The (1987)|Aliens (1986)|Psycho (1960)|Right Stuff, The (1983)|This Is Spinal Tap (1984)|So Dear to My Heart (1949)
Dances with Wolves (1990)|Long Kiss Goodnight, The (1996)|Weekend at Bernie's (1989)|Army of Darkness (1993)|Marvin's Room (1996)|Face/Off (1997)|Mother (1996)|Amityville Curse, The (1990)|Robin Hood: Prince of Thieves (1991)|Fire on the Mountain (1996)
Seven (Se7en) (1995)|Crow, The (1994)|Sleepless in Seattle (1993)|Home Alone (1990)|Sound of Music, The (1965)|Jude (1996)|Delicatessen (1991)|Princess Bride, The (1987)|Alien (1979)|Mimic (1997)
Sleepless in Seattle (1993)|Bedknobs and Broomsticks (1971)|Sound of Music, The (1965)|Private Benjamin (1980)|Princess Bride, The (1987)|Return of the Jedi (1983)|Army of Darkness (1993)|River Wild, The (1994)|Transformers: The Movie, The (1986)|Assassins (1995)
Get Shorty (1995)|GoodFellas (1990)|Hoodlum (1997)|Waterworld (1995)|White Man's Burden (1995)|Wild Bill (1995)|Village of the Damned (1995)|Blown Away (1994)|City Slickers II: The Legend of Curly's Gold (1994)|Kissed (1996)
Richard III (1995)|Dances with Wolves (1990)|unknown|Chasing Amy (1997)|Waterworld (1995)|White Man's Burden (1995)|Wild Bill (1995)|Stephen King's The Langoliers (1995)|American in Paris, An (1951)|Great Day in Harlem, A (1994)
Men in Black (1997)|unknown|Marvin's Room (1996)|Deep Rising (1998)|White Man's Burden (1995)|Wild Bill (1995)|Farinelli: il castrato (1994)|Heavenly Creatures (1994)|Amistad (1997)|You So Crazy (1994)
Babe (1995)|Professional, The (1994)|Snow White and the Seven Dwarfs (1937)|Henry V (1989)|Dead Poets Society (1989)|Sabrina (1995)|In the Name of the Father (1993)|Bad Moon (1996)|Career Girls (1997)|Two Bits (1995)
I.Q. (1994)|Sleepless in Seattle (1993)|True Romance (1993)|Frighteners, The (1996)|Delicatessen (1991)|Transformers: The Movie, The (1986)|James and the Giant Peach (1996)|Magnificent Seven, The (1954)|The Innocent (1994)|House of the Spirits, The (1993)
Seven (Se7en) (1995)|Snow White and the Seven Dwarfs (1937)|Private Benjamin (1980)|Delicatessen (1991)|Brazil (1985)|Apocalypse Now (1979)|Nikita (La Femme Nikita) (1990)|Vertigo (1958)|Some Like It Hot (1959)|Around the World in 80 Days (1956)
Quiz Show (1994)|Breakfast at Tiffany's (1961)|Star Trek VI: The Undiscovered Country (1991)|Cinderella (1950)|Philadelphia Story, The (1940)|Some Like It Hot (1959)|Lawrence of Arabia (1962)|Hour of the Pig, The (1993)|Great Race, The (1965)|Bad Taste (1987)
